Name,Smiles
Armodafinil,S(=O)(C(c1ccccc1)c1ccccc1)CC(=O)N
Oxymetholone,O=C/1C[C@@H]2CC[C@H]3[C@@H]4CC[C@@](O)(C)[C@]4(CC[C@@H]3[C@]2(C\C\1=C\O)C)C
Doxercalciferol,O[C@H]1C[C@H](O)C\C(=C/C=C\2/[C@@H]3CC[C@H]([C@@H](\C=C\[C@@H](C(C)C)C)C)[C@]3(CCC/2)C)\C1=C
Ambrisentan,O([C@@H](C(OC)(c1ccccc1)c1ccccc1)C(O)=O)c1nc(cc(n1)C)C
Telavancin,Cl.Clc1c2Oc3cc4[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC)CC(C)C)[C@H](O)c(c1)cc2)CC(=O)N)C(=O)N[C@@H]1c2cc(-c5c(cc(O)c(CNCP(O)(O)=O)c5O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)c1cc(Cl)c(Oc(c4)c3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@@H](O)[C@@](NCCNCCCCCCCCCC)(C3)C)cc1)C(O)=O)c(O)cc2
Bazedoxifene,O(CCN1CCCCCC1)c1ccc(cc1)Cn1c2c(cc(O)cc2)c(C)c1-c1ccc(O)cc1
Saxagliptin,OC12CC3(CC(C1)CC(C3)C2)[C@H](N)C(=O)N1[C@@H]2[C@H](C[C@H]1C#N)C2
Dapagliflozin,Clc1ccc(cc1Cc1ccc(OCC)cc1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.O.OC(CO)C
Simeprevir,s1cc(nc1-c1nc2c(ccc(OC)c2C)c(OC2C[C@@H]3[C@@H](C2)C(=O)N[C@]2([C@@H](\C=C/CCCCN(C)C3=O)C2)C(=O)NS(=O)(=O)C2CC2)c1)C(C)C
Amisulpride,S(=O)(=O)(CC)c1cc(C(=O)NCC2N(CCC2)CC)c(OC)cc1N
Temsirolimus,O1[C@@H](CC(=O)[C@@H](\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@@H](C[C@@H](\C=C\C=C\C=C(/C)\[C@@H](OC)C[C@H]2O[C@](O)([C@@H](CC2)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)C)C)[C@@H](C[C@H]1C[C@@H](OC)[C@H](OC(=O)C(CO)(CO)C)CC1)C
Levocetirizine,Clc1ccc(cc1)[C@H](N1CCN(CC1)CCOCC(O)=O)c1ccccc1
Alvimopan,Oc1cc(ccc1)[C@@]1(CCN(C[C@@H]1C)C[C@H](Cc1ccccc1)C(=O)NCC(O)=O)C
Sitaxentan,Clc1c(noc1NS(=O)(=O)c1ccsc1C(=O)Cc1cc2OCOc2cc1C)C
Udenafil,S(=O)(=O)(NCCC1N(CCC1)C)c1cc(C2=NC(=O)c3n(nc(c3N2)CCC)C)c(OCCC)cc1
Droxidopa,Oc1cc(ccc1O)[C@H](O)[C@@H](N)C(O)=O
Hexaminolevulinate,O(C(=O)CCC(=O)CN)CCCCCC
Incadronate,P(O)(O)(=O)C(P(O)(O)=O)NC1CCCCC1
Eflornithine,FC(F)C(N)(CCCN)C(O)=O
Avanafil,Clc1cc(ccc1OC)CNc1nc(ncc1C(=O)NCc1ncccn1)N1CCC[C@H]1CO
Rivaroxaban,Clc1sc(cc1)C(=O)NC[C@@H]1OC(=O)N(C1)c1ccc(N2CCOCC2=O)cc1
Dalbavancin,Clc1c2[C@@H]3NC(=O)[C@H](NC(=O)[C@H](NC)c4cc(Oc(cc1O)c2)c(O)cc4)Cc1ccc(Oc2cc4[C@@H](NC3=O)C(=O)N[C@@H]3c5cc(-c6c(cc(O)cc6O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O)C(NC(=O)[C@@H](NC3=O)[C@H](O)c3cc(Cl)c(Oc(c4)c2O[C@@H]2O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]2NC(=O)CCCCCCCCC(C)C)cc3)C(=O)NCCCN(C)C)c(O)cc5)cc1
Lacosamide,O(C[C@@H](NC(=O)C)C(=O)NCc1ccccc1)C
Asenapine,Clc1cc2C3C(c4c(Oc2cc1)cccc4)CN(C3)C.OC(=O)\C=C/C(O)=O
Regadenoson,O1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1n1c2nc(nc(N)c2nc1)-n1ncc(c1)C(=O)NC
Tolvaptan,Clc1cc2c(N(CCC[C@H]2O)C(=O)c2ccc(NC(=O)c3ccccc3C)cc2C)cc1
Doripenem,S([C@H]1C[C@H](NC1)CNS(=O)(=O)N)C=1[C@@H]([C@H]2N(C=1C(O)=O)C(=O)[C@@H]2[C@H](O)C)C
Eltrombopag,Oc1c(cccc1N\N=C/1\C(=NN(C\1=O)c1cc(C)c(cc1)C)C)-c1cc(ccc1)C(O)=O
Prasugrel,s1c2CCN(Cc2cc1OC(=O)C)C(C(=O)C1CC1)c1ccccc1F
Silodosin,FC(F)(F)COc1ccccc1OCCN[C@@H](Cc1cc(c2N(CCc2c1)CCCO)C(=O)N)C
Tapentadol,Oc1cc(ccc1)[C@@H]([C@H](CN(C)C)C)CC
Alogliptin,O=C1N(C)C(=O)N(Cc2ccccc2C#N)C(N2C[C@H](N)CCC2)=C1
Rufinamide,Fc1cccc(F)c1Cn1nnc(c1)C(=O)N
Icatibant,s1cccc1C[C@H](NC(=O)CNC(=O)C1N(C[C@H](O)C1)C(=O)C1N(CCC1)C(=O)C(NC(=O)[C@H](N)CCCN=C(N)N)CCCN=C(N)N)C(=O)N[C@H](C(=O)N1Cc2c(CC1C(=O)N1[C@@H]3[C@H](CC1C(=O)N[C@@H](CCCN=C(N)N)C(O)=O)CCCC3)cccc2)CO
Romidepsin,S1SC[C@H]2N=C(O)[C@H](N=C(O)C[C@H](OC(=O)[C@@H](N=C(O)/C(/N=C2O)=C/C)C(C)C)C=CCC1)C(C)C
Rimonabant,Clc1cc(Cl)ccc1-n1nc(C(=O)NN2CCCCC2)c(C)c1-c1ccc(Cl)cc1
Acetylcysteine,SC[C@H](NC(=O)C)C(O)=O
Sulfadimethoxine,S(=O)(=O)(Nc1nc(OC)nc(OC)c1)c1ccc(N)cc1
Mianserin,N12C(c3c(Cc4c1cccc4)cccc3)CN(CC2)C
Sulfathiazole,s1ccnc1NS(=O)(=O)c1ccc(N)cc1
Sertindole,Clc1cc2c(n(cc2C2CCN(CC2)CCN2CCNC2=O)-c2ccc(F)cc2)cc1
Cariprazine,Clc1c(N2CCN(CC2)CCC2CCC(NC(=O)N(C)C)CC2)cccc1Cl
Abiraterone,O[C@@H]1CC2=CC[C@H]3[C@@H]4CC=C([C@]4(CC[C@@H]3[C@]2(CC1)C)C)c1cccnc1
Apremilast,S(=O)(=O)(C[C@@H](N1C(=O)c2c(cccc2N=C(O)C)C1=O)c1cc(OCC)c(OC)cc1)C
Sodium stibogluconate,[Sb]12(O[C@H]([C@@H](O1)[C@H](O2)[C@H](O)CO)C(=O)[O-])(O[Sb]12(O[C@H]([C@@H](O1)[C@H](O2)[C@H](O)CO)C(=O)[O-])O)[O-].[Na+].[Na+].[Na+].O.O.O.O.O.O.O.O.O
Telaprevir,O=C(N[C@H](C(=O)N[C@@H](C(C)(C)C)C(=O)N1C[C@H]2[C@H](CCC2)[C@H]1C(=O)N[C@H](C(=O)C(=O)NC1CC1)CCC)C1CCCCC1)c1nccnc1
WF10,[Cl+]([O-])[O-].[Cl+]([O-])[O-].[Cl+]([O-])[O-].[Cl+]([O-])[O-].O.O=O
Vandetanib,Brc1cc(F)c(Nc2ncnc3c2cc(OC)c(OCC2CCN(CC2)C)c3)cc1
Rotigotine,s1cccc1CCN(CCC)C1CCc2c(C1)cccc2O
Ibudilast,O=C(C(C)C)c1c2n(nc1C(C)C)C=CC=C2
Ecabet,S(O)(=O)(=O)c1cc2c(cc1C(C)C)CC[C@H]1[C@@](CCC[C@@]12C)(C(O)=O)C
Gallium nitrate,[Ga+3].O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-]
Methsuximide,O=C1N(C)C(=O)CC1(C)c1ccccc1
Silver sulfadiazine,[Ag+].S(=O)([O-])(=Nc1ncccn1)c1ccc(N)cc1
Cobimetinib,Ic1cc(F)c(Nc2c(F)c(F)ccc2C(=O)N2CC(O)(C2)[C@H]2NCCCC2)cc1
Trabectedin,S1[C@H]2[C@@H]3N([C@H](c4c2c(OC(=O)C)c(c2OCOc24)C)COC(=O)[C@@]2(NCCc4cc(O)c(OC)cc24)C1)[C@@H](O)[C@H]1N([C@@H]3c2c(cc(C)c(OC)c2O)C1)C
Indacaterol,Oc1c2NC(=O)C=Cc2c(cc1)[C@@H](O)CNC1Cc2cc(CC)c(cc2C1)CC
Ataluren,Fc1ccccc1-c1onc(n1)-c1cc(ccc1)C(O)=O
Ingenol Mebutate,O=C1[C@@]23C=C(C)[C@H](OC(=O)\C(=C/C)\C)[C@@]2(O)[C@H](O)C(=C[C@H]1[C@H]1[C@@H](C[C@H]3C)C1(C)C)CO
Lucanthone,S1c2c(C(=O)c3c1cccc3)c(NCCN(CC)CC)ccc2C
Ezogabine,Fc1ccc(cc1)CNc1cc(N)c(NC(OCC)=O)cc1
Lofexidine,Clc1cccc(Cl)c1OC(C)C=1NCCN=1
Iloperidone,Fc1cc2onc(c2cc1)C1CCN(CC1)CCCOc1ccc(cc1OC)C(=O)C
Tamibarotene,OC(=O)c1ccc(cc1)C(=O)Nc1cc2c(cc1)C(CCC2(C)C)(C)C
Ospemifene,ClCC\C(=C(\c1ccc(OCCO)cc1)/c1ccccc1)\c1ccccc1
Permethrin,ClC(Cl)=CC1C(C)(C)C1C(OCc1cc(Oc2ccccc2)ccc1)=O
Clevidipine,Clc1c(cccc1Cl)C1C(C(OCOC(=O)CCC)=O)=C(NC(C)=C1C(OC)=O)C
Oritavancin,Clc1c2Oc3cc4[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC)CC(C)C)[C@H](O)c(c1)cc2)CC(=O)N)C(=O)N[C@@H]1c2cc(-c5c(cc(O)cc5O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](O[C@@H]1O[C@@H](C)[C@H](O)[C@@](N)(C1)C)c1cc(Cl)c(Oc(c4)c3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@](NCc4ccc(cc4)-c4ccc(Cl)cc4)(C3)C)cc1)C(O)=O)c(O)cc2
Flibanserin,FC(F)(F)c1cc(N2CCN(CC2)CCN2c3c(NC2=O)cccc3)ccc1
Ximelagatran,O(C(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(cc1)/C(=N/O)/N)C1CCCCC1)CC
Milnacipran,O=C(N(CC)CC)[C@@]1(C[C@@H]1CN)c1ccccc1
Vapreotide,S1SCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)Cc2ccccc2)C1)Cc1ccc(O)cc1)Cc1c2c([nH]c1)cccc2)CCCCN)C(C)C)C(=O)NC(Cc1[nH]c2c(c1)cccc2)C(=O)N
Bepotastine,Clc1ccc(cc1)C(OC1CCN(CC1)CCCC(O)=O)c1ncccc1
Enoximone,S(C)c1ccc(cc1)C(=O)C=1NC(=O)NC=1C
Voglibose,O[C@H]1[C@H](O)[C@](O)(C[C@H](NC(CO)CO)[C@@H]1O)CO
Voacamine,O(C)c1cc2c3c([nH]c2cc1[C@@H]1c2[nH]c4c(c2C[C@H]2N(C/C(/[C@H](C1)C2C(OC)=O)=C/C)C)cccc4)[C@]1([C@H]2N(CC3)C[C@H](C1)C[C@@H]2CC)C(OC)=O
Vildagliptin,OC12CC3(NCC(=O)N4CCC[C@H]4C#N)CC(C1)CC(C3)C2
Lorcaserin,Clc1cc2c(CCNC[C@@H]2C)cc1
Nilotinib,FC(F)(F)c1cc(NC(=O)c2cc(Nc3nc(ccn3)-c3cccnc3)c(cc2)C)cc(-n2cc(nc2)C)c1
Homoharringtonine,O1c2c(OC1)cc1[C@@H]3[C@@]4(N(CCc1c2)CCC4)C=C(OC)[C@H]3OC(=O)C(O)(CCCC(O)(C)C)CC(OC)=O
Nebivolol,Fc1cc2CCC(Oc2cc1)C(O)CNCC(O)C1Oc2c(cc(F)cc2)CC1
Dronedarone,S(=O)(=O)(Nc1cc2c(oc(CCCC)c2C(=O)c2ccc(OCCCN(CCCC)CCCC)cc2)cc1)C
Febuxostat,s1c(nc(C)c1C(O)=O)-c1cc(C#N)c(OCC(C)C)cc1
Celiprolol,O(CC(O)CNC(C)(C)C)c1ccc(NC(=O)N(CC)CC)cc1C(=O)C
Ixabepilone,s1cc(nc1C)\C=C(/C)\[C@H]1NC(=O)C[C@@H](O)C(C)(C)C(=O)[C@@H](C)[C@@H](O)[C@H](CCC[C@]2(O[C@H]2C1)C)C
Tetrabenazine,O(C)c1cc2C3N(CC(CC(C)C)C(=O)C3)CCc2cc1OC
Mepenzolate,O(C(=O)C(O)(c1ccccc1)c1ccccc1)C1CCC[N+](C1)(C)C
Fluspirilene,Fc1ccc(cc1)C(CCCN1CCC2(N(CNC2=O)c2ccccc2)CC1)c1ccc(F)cc1
Flunarizine,Fc1ccc(cc1)C(N1CCN(CC1)C\C=C\c1ccccc1)c1ccc(F)cc1
Debrisoquin,NC(=N)N1CCc2c(C1)cccc2
Cyproterone acetate,ClC=1C2=CC(=O)[C@H]3[C@H](C3)[C@@]2([C@@H]2[C@H]([C@@H]3CC[C@](OC(=O)C)(C(=O)C)[C@]3(CC2)C)C=1)C
Cyclandelate,O(C(=O)C(O)c1ccccc1)C1CC(CC(C1)C)(C)C
Clofedanol,Clc1ccccc1C(O)(CCN(C)C)c1ccccc1
Maraviroc,FC1(F)CCC(CC1)C(=O)N[C@@H](CCN1[C@H]2CC(n3c(nnc3C)C(C)C)C[C@@H]1CC2)c1ccccc1
Bifonazole,n1ccn(c1)C(c1ccc(cc1)-c1ccccc1)c1ccccc1
Suramin,S(O)(=O)(=O)c1c2c(cc(S(O)(=O)=O)c1)c(S(O)(=O)=O)ccc2NC(=O)c1cc(NC(=O)c2cc(NC(=O)Nc3cc(ccc3)C(=O)Nc3cc(ccc3C)C(=O)Nc3c4c(cc(S(O)(=O)=O)cc4S(O)(=O)=O)c(S(O)(=O)=O)cc3)ccc2)c(cc1)C
Nimesulide,S(=O)(=O)(Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1)C
Iodipamide,Ic1c(C(O)=O)c(I)cc(I)c1NC(=O)CCCCC(=O)Nc1c(I)c(C(O)=O)c(I)cc1I
Quinestrol,O(C1CCCC1)c1cc2CC[C@H]3[C@@H]4CC[C@@](O)(C#C)[C@]4(CC[C@@H]3c2cc1)C
Estropipate,S(Oc1cc2CC[C@H]3[C@@H]4CCC(=O)[C@]4(CC[C@@H]3c2cc1)C)(O)(=O)=O
Estriol,Oc1cc2CC[C@H]3[C@@H]4C[C@@H](O)[C@H](O)[C@]4(CC[C@@H]3c2cc1)C
Thiotepa,S=P(N1CC1)(N1CC1)N1CC1
Trioxsalen,O1c2c(cc3c(oc(c3)C)c2C)C(=CC1=O)C
Latamoxef,S(CC=1CO[C@H]2N(C=1C(O)=O)C(=O)[C@@]2(OC)NC(=O)C(C(O)=O)c1ccc(O)cc1)c1nnnn1C
Niflumic Acid,FC(F)(F)c1cc(Nc2ncccc2C(O)=O)ccc1
Lactose,O1[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)C1O
Lactic Acid,OC(C(O)=O)C
Carbocisteine,S(CC(O)=O)C[C@H](N)C(O)=O
Gluconic Acid,OC(=O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
Oleic Acid,OC(=O)CCCCCCC\C=C\CCCCCCCC
Urea,O=C(N)N
Formaldehyde,O=C
Benzoic Acid,OC(=O)c1ccccc1
Tris,OCC(N)(CO)CO
Deoxycholic Acid,O[C@@H]1C[C@H]2[C@H]([C@@H]3CC[C@@H]([C@@H](CCC(O)=O)C)[C@@]13C)CC[C@H]1C[C@@H](O)CC[C@@]12C
Ribostamycin,O1[C@@H](CN)[C@H](O)[C@@H](O)[C@H](N)[C@H]1O[C@@H]1[C@@H](O[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)[C@H](O)[C@@H](N)C[C@H]1N
Hemin,[Fe@]123[N+]4=C5C=c6n1c(=CC1=[N+]2C(=Cc2n3c(C=C4C(C(O)=O)=C5C)c(C(O)=O)c2C)C(C)=C1C)c(C)c6C
Phenol,Oc1ccccc1
Oteracil,O=C1NC(=NC(=O)N1)C(O)=O
Acetic acid,O=C([O-])C
Flavin adenine dinucleotide,P(OC[C@H]1O[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@@H]1O)(OP(OC[C@@H](O)[C@@H](O)[C@@H](O)CN1C2=NC(=O)NC(=O)C2=Nc2cc(C)c(cc12)C)(O)=O)(O)=O
Acetylcholine,O(C(=O)C)CC[N+](C)(C)C
Oxitriptan,Oc1cc2c([nH]cc2C[C@H](N)C(O)=O)cc1
Fusidic Acid,O(C(=O)C)[C@H]/1C[C@]2([C@@H](C[C@@H](O)[C@@H]3[C@@]2(CC[C@H]2[C@H](C)[C@H](O)CC[C@@]23C)C)\C\1=C(/CCC=C(C)C)\C(O)=O)C
Nicotinamide,O=C(N)c1cccnc1
Cholic Acid,O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@@H](CCC(O)=O)C)[C@@]13C)[C@H](O)C[C@@H]1C[C@H](O)CC[C@@]12C
Terlipressin,S1SC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)CN)C1)Cc1ccc(O)cc1)Cc1ccccc1)CCC(=O)N)CC(=O)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N
Vorinostat,O=C(Nc1ccccc1)CCCCCCC(=O)NO
Thymol,Oc1cc(ccc1C(C)C)C
Isopropyl Alcohol,OC(C)C
Calcipotriol,O[C@H]1C[C@H](O)C\C(=C\C=C/2\[C@@H]3CC[C@H]([C@@H](\C=C\[C@@H](O)C4CC4)C)[C@]3(CCC\2)C)\C1=C
Equilin,Oc1cc2CC=C3[C@@H]4CCC(=O)[C@]4(CC[C@@H]3c2cc1)C
Benzophenone,O=C(c1ccccc1)c1ccccc1
Dalfopristin,S(=O)(=O)(CCN(CC)CC)[C@H]1C2N(CC1)C(=O)c1nc(oc1)CC(=O)C[C@H](O)/C=C(\C=C/CNC(=O)\C=C/[C@@H](C)[C@H](OC2=O)C(C)C)/C
Camphor,O=C1C[C@@H]2CC[C@@]1(C)C2(C)C
Roflumilast,Clc1cncc(Cl)c1NC(=O)c1cc(OCC2CC2)c(OC(F)F)cc1
D-Sorbitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
Etoricoxib,Clc1cc(c(nc1)-c1ccc(nc1)C)-c1ccc(S(=O)(=O)C)cc1
Lincomycin,S(C)[C@H]1O[C@H]([C@H](NC(=O)C2N(C[C@@H](C2)CCC)C)[C@H](O)C)[C@H](O)[C@H](O)[C@H]1O
Pargyline,N(Cc1ccccc1)(CC#C)C
Isopropamide,O=C(N)C(CC[N+](C(C)C)(C(C)C)C)(c1ccccc1)c1ccccc1
Zuclopenthixol,Clc1cc\2c(Sc3c(cccc3)/C/2=C/CCN2CCN(CC2)CCO)cc1
Thiothixene,S1c2c(cc(S(=O)(=O)N(C)C)cc2)\C(\c2c1cccc2)=C/CCN1CCN(CC1)C
Thioproperazine,S1c2c(N(c3c1cccc3)CCCN1CCN(CC1)C)cc(S(=O)(=O)N(C)C)cc2
Pipotiazine,S1c2c(N(c3c1cccc3)CCCN1CCC(CC1)CCO)cc(S(=O)(=O)N(C)C)cc2
Pheniramine,n1ccccc1C(CCN(C)C)c1ccccc1
Phenindamine,N1(CC2=C(CC1)c1c(cccc1)C2c1ccccc1)C
Molindone,O1CCN(CC1)CC1CCc2[nH]c(C)c(c2C1=O)CC
Alverine,N(CCCc1ccccc1)(CCCc1ccccc1)CC
Aceprometazine,S1c2c(N(c3c1cccc3)CC(N(C)C)C)cc(cc2)C(=O)C
Acepromazine,S1c2c(N(c3c1cccc3)CCCN(C)C)cc(cc2)C(=O)C
Erythrityl Tetranitrate,O([N+](=O)[O-])C[C@@H](O[N+](=O)[O-])[C@@H](O[N+](=O)[O-])CO[N+](=O)[O-]
Amyl Nitrite,O(N=O)CCCCC
Hydroxychloroquine,Clc1cc2nccc(NC(CCCN(CCO)CC)C)c2cc1
Valganciclovir,O=C1N=C(Nc2n(cnc12)COC(COC(=O)[C@@H](N)C(C)C)CO)N
Deferasirox,Oc1ccccc1-c1nc(nn1-c1ccc(cc1)C(O)=O)-c1ccccc1O
Propericiazine,S1c2c(N(c3c1cccc3)CCCN1CCC(O)CC1)cc(cc2)C#N
Ticarcillin,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](C(O)=O)c1ccsc1
Tazobactam,S1(=O)(=O)[C@H]2N([C@@H](C(O)=O)[C@@]1(Cn1nncc1)C)C(=O)C2
Pivmecillinam,S1[C@H]2N([C@@H](C(OCOC(=O)C(C)(C)C)=O)C1(C)C)C(=O)[C@H]2N=CN1CCCCCC1
Pivampicillin,S1[C@H]2N([C@@H](C(OCOC(=O)C(C)(C)C)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1
Meticillin,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)c1c(OC)cccc1OC
Bacampicillin,S1[C@H]2N([C@@H](C(OC(OC(OCC)=O)C)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1
Lopinavir,O(CC(=O)N[C@H]([C@@H](O)C[C@@H](NC(=O)[C@@H](N1CCCNC1=O)C(C)C)Cc1ccccc1)Cc1ccccc1)c1c(cccc1C)C
Tiaprofenic acid,s1c(ccc1C(C(O)=O)C)C(=O)c1ccccc1
Probucol,S(C(Sc1cc(C(C)(C)C)c(O)c(c1)C(C)(C)C)(C)C)c1cc(C(C)(C)C)c(O)c(c1)C(C)(C)C
Imipenem,S(CC\N=C\N)C=1C[C@H]2N(C=1C(O)=O)C(=O)[C@@H]2[C@H](O)C
Cilastatin,S(CCCC\C=C(/NC(=O)[C@H]1CC1(C)C)\C(O)=O)C[C@H](N)C(O)=O
Nitrazepam,O=C1Nc2c(cc([N+](=O)[O-])cc2)C(=NC1)c1ccccc1
Cinolazepam,Clc1cc2c(N(CCC#N)C(=O)C(O)N=C2c2ccccc2F)cc1
Zinc,[Zn]
Solifenacin,O(C(=O)N1CCc2c(cccc2)[C@@H]1c1ccccc1)[C@@H]1C2CCN(C1)CC2
Everolimus,O1C(CC(=O)[C@@H](\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C[C@H](\C=C\C=C\C=C(/C)\[C@@H](OC)C[C@@H]2O[C@@](O)([C@H](CC2)C)C(=O)C(=O)N2[C@H](CCCC2)C1=O)C)C)C)[C@H](C[C@H]1C[C@@H](OC)[C@H](OCCO)CC1)C
Quazepam,Clc1cc2c(N(CC(F)(F)F)C(=S)CN=C2c2ccccc2F)cc1
Prazepam,Clc1cc2c(N(CC3CC3)C(=O)CN=C2c2ccccc2)cc1
Ketazolam,Clc1cc2c(N(C)C(=O)CN3C2(OC(=CC3=O)C)c2ccccc2)cc1
Ursodeoxycholic acid,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H](O)[C@H]1[C@@H]3CC[C@H]([C@@H](CCC(O)=O)C)[C@]3(CC[C@@H]12)C)C
Liotrix,Ic1cc(cc(I)c1Oc1cc(I)c(O)c(I)c1)C[C@H](N)C(=O)[O-].Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(=O)[O-].[Na+].[Na+]
Sulfamethazine,S(=O)(=O)(Nc1nc(cc(n1)C)C)c1ccc(N)cc1
Sulfamerazine,S(=O)(=O)(Nc1nc(ccn1)C)c1ccc(N)cc1
Oxprenolol,O(CC(O)CNC(C)C)c1ccccc1OCC=C
Phendimetrazine,O1CCN(C)C(C)C1c1ccccc1
Metrizamide,Ic1c(C(=O)N[C@@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)c(I)c(NC(=O)C)c(I)c1N(C(=O)C)C
Methamphetamine,N([C@H](Cc1ccccc1)C)C
Dextroamphetamine,N[C@H](Cc1ccccc1)C
Fludiazepam,Clc1cc2c(N(C)C(=O)CN=C2c2ccccc2F)cc1
Chloral hydrate,ClC(Cl)(Cl)C(O)O
Clotiazepam,Clc1ccccc1C1=NCC(=O)N(c2sc(cc12)CC)C
Bromazepam,Brc1cc2c(NC(=O)CN=C2c2ncccc2)cc1
Cloxazolam,Clc1ccccc1C12OCCN1CC(=O)Nc1c2cc(Cl)cc1
Dihydrocodeine,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(OC)cc3)CC[C@@H]2O
Fenproporex,N(C(Cc1ccccc1)C)CCC#N
Ethyl loflazepate,Clc1cc2c(NC(=O)C(N=C2c2ccccc2F)C(OCC)=O)cc1
Flunitrazepam,Fc1ccccc1C1=NCC(=O)N(c2c1cc([N+](=O)[O-])cc2)C
Delorazepam,Clc1ccccc1C1=NCC(=O)Nc2c1cc(Cl)cc2
Difenoxin,OC(=O)C1(CCN(CC1)CCC(C#N)(c1ccccc1)c1ccccc1)c1ccccc1
Camazepam,Clc1cc2c(N(C)C(=O)C(OC(=O)N(C)C)N=C2c2ccccc2)cc1
Fenethylline,Cl.O=C1N(C)C(=O)N(c2ncn(c12)CCNC(Cc1ccccc1)C)C
Ethylmorphine,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(OCC)cc3)C=C[C@@H]2O
Fencamfamine,N(CC)C1C2CC(CC2)C1c1ccccc1
Heroin,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(OC(=O)C)cc3)C=C[C@@H]2OC(=O)C
Gamma Hydroxybutyric Acid,OCCCC(=O)[O-]
Phenazopyridine,n1c(N)c(\N=N\c2ccccc2)ccc1N
Glutethimide,O=C1NC(=O)CCC1(CC)c1ccccc1
Alfacalcidol,O[C@H]1C[C@H](O)C\C(=C\C=C/2\[C@@H]3CC[C@H]([C@@H](CCCC(C)C)C)[C@]3(CCC\2)C)\C1=C
Antipyrine,O=C1N(N(C)C(=C1)C)c1ccccc1
Methadyl Acetate,O(C(C(CC(N(C)C)C)(c1ccccc1)c1ccccc1)CC)C(=O)C
Allylestrenol,O[C@]1(CC[C@H]2[C@H]3[C@@H]([C@@H]4C(CC3)=CCCC4)CC[C@]12C)CC=C
Almitrine,Fc1ccc(cc1)C(N1CCN(CC1)c1nc(nc(n1)NCC=C)NCC=C)c1ccc(F)cc1
Aprindine,N(CCCN(CC)CC)(C1Cc2c(C1)cccc2)c1ccccc1
Oxybenzone,O(C)c1cc(O)c(cc1)C(=O)c1ccccc1
Amrinone,O=C1NC=C(C=C1N)c1ccncc1
Ajmaline,O[C@H]1N2[C@@H]3C4[C@@H](C[C@H]2[C@@H]2N(c5c([C@@]2(C3)[C@@H]4O)cccc5)C)[C@@H]1CC
Alizapride,O(C)c1cc2n[nH]nc2cc1C(=O)NCC1N(CCC1)CC=C
Aminophenazone,O=C1N(N(C)C(C)=C1N(C)C)c1ccccc1
Stepronin,s1cccc1C(SC(C(=O)NCC(O)=O)C)=O
Nitroxoline,Oc1c2ncccc2c([N+](=O)[O-])cc1
